location,country,Lat,Lon,parameter,n,yBaseline,y2020,diffBase,diffBaseRel
CH0011A,CH,46.011112,8.957173,no2,3,36.78128566666667,25.320801,-11.46048466666667,-31.158466755426183
CH0011A,CH,46.011112,8.957173,o3,3,32.044108333333334,49.47499933333333,17.430890999999995,54.396554956930444
CH0011A,CH,46.011112,8.957173,pm25,3,17.526362333333335,17.079140333333335,-0.447222,-2.5517103406531194
CH0013A,CH,47.386803,8.539807,no2,3,39.75395266666666,26.171025333333333,-13.58292733333333,-34.167488821111604
CH0013A,CH,47.386803,8.539807,o3,3,31.360014666666665,54.51739766666667,23.157383000000003,73.84366125509041
CH0017A,CH,47.565914,7.5820775,no2,3,29.308545,20.338968666666666,-8.969576333333332,-30.603963224149588
CH0017A,CH,47.565914,7.5820775,o3,3,35.302471,55.70998633333333,20.407515333333336,57.80761163526864
CH0019A,CH,47.40699,9.394312,o3,3,58.33462,80.50073,22.166110000000003,37.99820758239276
CH0021A,CH,47.37093866666667,8.523540333333333,no2,3,47.15780933333333,36.617469,-10.540340333333333,-22.351208595864378
CH0021A,CH,47.37093866666667,8.523540333333333,o3,3,27.595374,46.84381166666667,19.248437666666668,69.75240729357995
CH0022A,CH,47.067689333333334,8.300670333333333,o3,3,33.390565333333335,53.025545666666666,19.63498033333333,58.80397692378093
CH0024A,CH,46.13899,7.148330666666666,no2,3,21.523227000000002,16.85156466666667,-4.671662333333334,-21.705213318306466
CH0024A,CH,46.13899,7.148330666666666,o3,3,42.12354166666667,53.210324,11.086782333333332,26.31968228375858
CH0028A,CH,46.52201,6.6397,no2,3,38.24655933333333,28.601804,-9.644755333333329,-25.217314972768172
CH0028A,CH,46.52201,6.6397,o3,3,35.78990133333333,55.644184333333335,19.854283000000002,55.47453963363819
CH0029A,CH,47.567005,7.594708,no2,3,47.84457333333333,40.43511433333333,-7.409458999999998,-15.486519125958692
CH0031A,CH,46.951,7.4408712,no2,3,44.64291,30.483560333333333,-14.159349666666667,-31.716905700516985
CH0031A,CH,46.951,7.4408712,o3,3,25.653237,46.177576,20.524339,80.00681941230263
CH0031A,CH,46.951,7.4408712,pm25,3,17.921251333333334,10.805309133333333,-7.115942200000001,-39.70672620814388
CH0033A,CH,46.160397,8.933943,no2,3,24.918067,17.853581333333334,-7.064485666666666,-28.35085749896517
CH0033A,CH,46.160397,8.933943,o3,3,36.221082,46.17696866666667,9.955886666666665,27.486441919837358
CH0033A,CH,46.160397,8.933943,pm25,3,15.303819333333333,14.864327333333334,-0.43949199999999955,-2.8717798506856367
CH0041A,CH,46.976383,7.4787173,no2,3,26.704971999999998,20.316119333333333,-6.388852666666665,-23.923832111363627
CH0041A,CH,46.976383,7.4787173,o3,3,43.446843,55.17603,11.729186999999996,26.99663816770299
CH0043A,CH,46.025894,8.967523,no2,3,33.900128333333335,20.647581666666667,-13.252546666666667,-39.09291002192371
CH0043A,CH,46.025894,8.967523,o3,3,28.994289666666667,48.81807666666667,19.823787000000003,68.37134907564386
CH0044A,CH,47.438727,8.570118666666666,no2,3,44.510617333333336,29.703186,-14.807431333333337,-33.267189314501536
CH0044A,CH,47.438727,8.570118666666666,o3,3,26.749879666666665,44.06351866666667,17.313639000000002,64.72417527012179
CH0046A,CH,46.195602,6.2112484,no2,3,29.262975666666666,19.024242,-10.238733666666665,-34.98869623956105
CH0046A,CH,46.195602,6.2112484,o3,3,35.14683266666667,54.746265666666666,19.599432999999998,55.76443597601368
CH0050A,CH,46.231094,6.0741744,no2,3,23.79516,11.717341333333334,-12.077818666666666,-50.75745936008275
CH0050A,CH,46.231094,6.0741744,o3,3,38.589731,56.46159166666667,17.87186066666667,46.31247796639648
CH0051A,CH,46.16257,6.0051837,no2,3,16.299827999999998,8.355182133333333,-7.944645866666665,-48.74067300996468
CH0051A,CH,46.16257,6.0051837,o3,3,44.104311,62.38379033333333,18.279479333333327,41.44601495607386
Chaco Culture Nation,US,36.035,-107.90417,no2,2,0.0020245908815132,0.001992730349696,-3.186053181719996e-5,-1.5736775319953569
Chanute,US,37.67696,-95.47594,no2,3,0.006414198792605933,0.0052840661031704666,-0.001130132689435466,-17.619233921128917
Chelmsford,US,42.6267,-71.3622,o3,3,0.070683523968,0.06389110522079999,-0.006792418747200005,-9.609620977973712
CHI_TAFT,US,41.9844,-87.7919,o3,2,0.06299262416399999,0.043428742296,-0.01956388186799999,-31.05741684465443
CTCLUSI Radar Hill-O,US,43.381943,-124.263885,pm25,2,5.682951,3.95290315,-1.73004785,-30.442772601769754
CZ0APRU,CZ,50.062294,14.537812,no2,3,32.811104,30.87260566666667,-1.9384983333333317,-5.908055801271824
CZ0CKOC,CZ,49.467245000000005,13.838241333333333,o3,3,62.61030533333333,72.17114333333333,9.560838000000004,15.270390312103899
CZ0JKOS,CZ,49.57339375,15.0802805,pm25,3,14.109247333333334,11.1918379,-2.9174094333333347,-20.677286069263992
CZ0KSOM,CZ,50.172825,12.67281425,pm25,3,15.233801766666666,10.283714533333333,-4.950087233333333,-32.49410297674151
CZ0LLIL,CZ,50.7551,15.069967,pm25,3,19.700205,15.116506333333332,-4.583698666666669,-23.267263800892778
CZ0SROR,CZ,50.301983,15.178303,no2,3,11.327723166666667,8.961395166666668,-2.3663279999999993,-20.889705417265443
CZ0SROR,CZ,50.301983,15.178303,pm25,3,29.50602466666667,17.408718,-12.097306666666668,-40.99944605663246
CZ0TBKR,CZ,49.5026123076923,18.53855353846154,no2,3,6.716521833333333,4.007047099999999,-2.7094747333333338,-40.34044406565492
CZ0TCTN,CZ,49.74895607692307,18.609736153846153,pm25,3,32.58946533333334,20.667381,-11.922084333333338,-36.58263248995105
CZ0TFMI,CZ,49.67179230769231,18.351066076923075,pm25,3,29.204149666666666,18.153,-11.051149666666667,-37.84102530908593
CZ0THAR,CZ,49.7909815,18.406836666666663,pm25,3,33.60894733333333,20.174283666666668,-13.434663666666665,-39.97347353197871
CZ0TKAR,CZ,49.8637945,18.55145675,pm25,3,32.90383533333333,19.163181,-13.740654333333332,-41.7600385916511
CZ0TOCB,CZ,49.83985307692308,18.289974153846153,pm25,3,36.191893,17.905729666666666,-18.286163333333334,-50.52557856902742
CZ0TOPR,CZ,49.85626046153846,18.269744461538462,pm25,3,34.91610333333333,20.608202000000002,-14.30790133333333,-40.97794417876526
CZ0TOVK,CZ,49.94524325,17.909530750000002,pm25,3,27.183484333333332,15.300322333333332,-11.883162,-43.71463883836427
CZ0TOZR,CZ,49.79604166666667,18.247185,pm25,3,30.720287666666668,16.63459,-14.085697666666668,-45.85145106551357
CZ0TSTD,CZ,49.720942,18.08930075,pm25,3,30.979521666666667,18.905214,-12.074307666666666,-38.975126202992264
CZ0TTRO,CZ,49.66811930769231,18.677793076923077,pm25,3,28.679793666666665,18.582045333333333,-10.097748333333332,-35.20858082416934
CZ0TVER,CZ,49.924677,18.422862846153844,pm25,3,46.92400733333333,26.563809333333335,-20.360197999999993,-43.389725552141314
CZ0ZTNV,CZ,49.25939,17.41056,pm25,3,24.259697,13.778084,-10.481613,-43.205869389052964
CZ0ZVMZ,CZ,49.467149166666665,17.966984,pm25,3,29.935036666666665,17.713252666666666,-12.221784,-40.82769009469506
CZ0ZZLN,CZ,49.23290125,17.66717275,pm25,3,26.620233,15.672449333333335,-10.947783666666664,-41.12579956256079
Davey,US,40.984925,-96.6723875,o3,3,0.062970690312,0.0516990710912,-0.011271619220800007,-17.899786654636742
DEBY012,DE,48.177174,12.829314,o3,2,31.218958,45.358222999999995,14.139264999999995,45.290637182701595
DEBY053,DE,49.44591,11.088444,pm25,2,13.869420999999999,8.67197615,-5.197444849999998,-37.47412995827295
DEBY079,DE,47.723186,12.858856,no2,2,12.4523856,8.535488749999999,-3.9168968500000005,-31.454991644331997
DETH081,DE,50.972332,11.010446,no2,2,11.2105783,9.8962872,-1.3142911000000002,-11.723669063530826
DETH081,DE,50.972332,11.010446,pm25,2,11.074462,6.7518195,-4.322642500000001,-39.03252817157168
"Din Daeng, Din Daeng",TH,13.775373,100.56893,o3,2,0.045032646266399995,0.0457684575528,7.358112864000038e-4,1.633950805482669
DK0031R,DK,56.29038,8.427402,no2,3,1.4131538866666666,2.4344106666666665,1.0212567799999999,72.26791007233686
Downtown Sacramento,US,38.56844,-121.49311,no2,3,0.015341456654275332,0.016542412793599966,0.0012009561393246347,7.828175422898674
Duncan,CA,45.502637812500005,-73.664046875,o3,3,0.048514454432,0.05084599656,0.0023315421280000054,4.805871065226546
"East Arjun Nagar, Delhi - CPCB",IN,28.6557685,77.290422,no2,1,88.69626,50.33674,-38.359519999999996,-43.24818205412494
"East Arjun Nagar, Delhi - CPCB",IN,28.6557685,77.290422,o3,1,33.781227,31.317091,-2.464136,-7.294394605619268
EME F,CL,-28.466423,-71.22156,pm25,2,8.893967499999999,13.9585395,5.064572000000002,56.94390045837252
ES0001R,ES,39.54694,-4.35056,no2,2,1.0521146300000002,1.1785274000000001,0.12641276999999995,12.015113790405133
ES0001R,ES,39.54694,-4.35056,o3,2,88.143468,72.84512000000001,-15.29834799999999,-17.356190251102884
ES0006R,ES,39.87528,4.31639,o3,2,89.180955,80.67054,-8.510414999999995,-9.542861477543042
ES0008R,ES,43.43917,-4.85,o3,2,84.35489,75.12634,-9.228549999999998,-10.940148223772207
ES0009R,ES,41.27417,-3.1425,no2,2,2.39195535,2.0897712999999998,-0.30218405000000015,-12.63334827717416
ES0009R,ES,41.27417,-3.1425,o3,2,76.92916199999999,68.27233,-8.656831999999994,-11.252991420860656
ES0011R,ES,38.47278,-6.92361,no2,2,1.61614145,1.326504,-0.2896374500000001,-17.92154084037632
ES0011R,ES,38.47278,-6.92361,o3,2,65.07091,53.73242,-11.33849,-17.424821629204203
ES0041A,ES,43.261112,-2.9447222,no2,2,39.694655,28.532753999999997,-11.161901,-28.119405496785397
ES0712A,ES,36.17538,-5.48083,no2,2,16.709044499999997,13.457793500000001,-3.2512509999999963,-19.458030649209157
ES0880A,ES,43.5519,-5.918,pm25,2,9.981569499999999,12.087246,2.1056765000000013,21.095645329123858
ES0892A,ES,37.19977,-6.92027,o3,2,65.70902,69.0105985,3.301578500000005,5.024543814532625
ES0894A,ES,36.20442,-5.40471,no2,2,9.862536500000001,8.413840350000001,-1.44869615,-14.688879985387123
ES0926A,ES,38.10814,-4.9268,no2,2,3.2447345,2.1291958,-1.1155386999999997,-34.37996853055311
ES1090A,ES,41.67417,-0.86417,no2,2,31.809081999999997,25.2691705,-6.539911499999995,-20.55988758179188
ES1096A,ES,42.351944,-7.8769445,no2,2,31.832584999999998,23.782938,-8.049646999999997,-25.287443668178366
ES1096A,ES,42.351944,-7.8769445,pm25,2,14.573722499999999,10.376354500000001,-4.197367999999997,-28.800932637491883
ES1137A,ES,42.219166,-8.741944,no2,2,38.035444,23.002345,-15.033099,-39.52392142444821
ES1137A,ES,42.219166,-8.741944,pm25,2,14.100603,11.33648375,-2.7641192500000002,-19.60284428970875
ES1181A,ES,39.48111,-0.44722223,no2,2,35.964318500000005,24.048539,-11.915779500000003,-33.132226598426996
ES1181A,ES,39.48111,-0.44722223,pm25,2,17.9442075,13.754269999999998,-4.189937500000003,-23.349805222660308
ES1182A,ES,38.966667,-0.19,no2,2,17.877308,10.689604,-7.187704,-40.20574014834896
ES1185A,ES,39.66722,-0.23472223,no2,2,27.201709,12.461185,-14.740524,-54.189698154626974
ES1239A,ES,39.456112,-0.37583333,no2,2,43.659363,26.151162,-17.508201,-40.10182420664268
ES1239A,ES,39.456112,-0.37583333,pm25,2,26.7631725,12.593098,-14.1700745,-52.94616884451946
ES1262A,ES,41.561176,2.1014051,no2,2,36.5849875,29.936882500000003,-6.648104999999994,-18.171674925404837
ES1269A,ES,43.36653,-5.83303,pm25,2,19.443474000000002,14.464267500000002,-4.9792065,-25.60862580421585
ES1277A,ES,38.68065,-4.10832,no2,2,21.6456225,13.905358,-7.740264500000002,-35.759029337225115
ES1277A,ES,38.68065,-4.10832,pm25,2,19.452783500000002,15.2021465,-4.250637000000003,-21.851047691966563
ES1278A,ES,38.68925,-4.11151,no2,2,24.7413855,17.575294,-7.1660915,-28.963986273121208
ES1279A,ES,38.68198,-4.08858,no2,2,14.262057500000001,8.51966885,-5.7423886500000005,-40.26339572673859
ES1328A,ES,37.25258,-6.94219,no2,2,17.224656500000002,13.5281345,-3.6965220000000016,-21.4606427710184
ES1353A,ES,43.294117,-5.679632,pm25,2,15.634970500000001,11.429274,-4.205696500000002,-26.89929283844828
ES1365A,ES,38.70272,-4.112,no2,2,15.149602999999999,10.625531500000001,-4.524071499999998,-29.86264062497214
ES1386A,ES,40.01278,-0.05722222,no2,2,17.728507999999998,15.844717500000002,-1.8837904999999964,-10.625770087364355
ES1386A,ES,40.01278,-0.05722222,o3,2,78.03675000000001,65.549697,-12.487053000000017,-16.001503137944642
ES1386A,ES,40.01278,-0.05722222,pm25,2,6.94712285,11.777726,4.830603149999999,69.53386681509453
ES1387A,ES,39.962776,-0.23333333,no2,2,9.40692575,13.298653999999999,3.89172825,41.37088304327266
ES1426A,ES,40.408054,-3.6452777,no2,2,51.469932,40.364844000000005,-11.105087999999995,-21.57587462909412
ES1428A,ES,39.959167,-0.03611111,no2,2,30.076943,26.5587025,-3.518240500000001,-11.6974670597341
ES1435A,ES,40.416668,-0.24916665,no2,2,9.56748275,5.2328909,-4.33459185,-45.30545769732378
ES1437A,ES,40.691666,0.08472222,no2,2,4.4006065,4.03547565,-0.3651308499999999,-8.297284703824346
ES1441A,ES,40.637222,-0.09111111,no2,2,4.7717301,3.4923101,-1.27942,-26.812497211441194
ES1445A,ES,39.981945,0.01055555,no2,2,27.4973065,11.934020499999999,-15.563286000000002,-56.5993109179621
ES1472A,ES,42.80722,-1.65139,no2,2,34.846288,24.700421,-10.145867000000003,-29.116062520059533
ES1535A,ES,38.97928,-1.85213,no2,2,19.8551545,10.9370455,-8.918109000000001,-44.91583784956194
ES1535A,ES,38.97928,-1.85213,pm25,2,10.058042,12.962197,2.9041549999999994,28.873959762745066
ES1536A,ES,40.57099,-3.26461,no2,2,14.908560999999999,20.066208,5.157647000000001,34.59520338683258
ES1537A,ES,40.62984,-3.17159,no2,2,11.7050985,19.7005445,7.995445999999999,68.30737904512294
ES1542A,ES,40.55472,0.37277776,no2,2,7.568770499999999,4.8146272,-2.754143299999999,-36.388252226699166
ES1543A,ES,40.735,-0.16944444,no2,2,8.61943175,3.219023,-5.40040875,-62.6538837667576
ES1543A,ES,40.735,-0.16944444,pm25,2,7.669409,5.8213542,-1.8480547999999999,-24.096443415653017
ES1563A,ES,40.47917,-3.37778,pm25,2,14.5741355,14.991284,0.4171484999999997,2.8622521040784865
ES1567A,ES,40.33972,-3.73583,pm25,2,14.019101000000001,15.9070675,1.8879664999999992,13.467101064469105
ES1593A,ES,36.46059,-6.20307,no2,2,9.05957465,10.052613999999998,0.9930393499999983,10.961213835795242
ES1598A,ES,43.213055,-3.1344445,pm25,2,9.927966,10.693332999999999,0.7653669999999995,7.709202469065662
ES1602A,ES,42.46389,-2.42778,no2,2,27.0370045,18.6896855,-8.347318999999999,-30.87368277058947
ES1610A,ES,39.57008,2.65583,no2,2,35.273635,28.271723,-7.001911999999997,-19.85027060579381
ES1610A,ES,39.57008,2.65583,o3,2,56.1916865,52.1434215,-4.048265000000001,-7.204384228617165
ES1616A,ES,39.84917,-5.93972,no2,2,2.5076712,2.01155465,-0.49611655,-19.78395532875283
ES1617A,ES,39.15,-0.45777777,no2,2,15.652098500000001,9.6370065,-6.015092000000001,-38.42993960202845
ES1619A,ES,39.478054,-0.36833334,no2,2,31.207644000000002,23.883333999999998,-7.324310000000004,-23.46960251148726
ES1619A,ES,39.478054,-0.36833334,o3,2,58.698288500000004,40.858083,-17.840205500000003,-30.393059075308475
ES1623A,ES,38.70639,-0.46694443,no2,2,14.018497,7.87100665,-6.14749035,-43.85270653480184
ES1624A,ES,38.24222,-0.68277776,no2,2,17.921544,11.0646635,-6.856880500000001,-38.260545519961894
ES1625A,ES,39.509445,-0.41777778,no2,2,30.334556499999998,18.712925000000002,-11.621631499999996,-38.31152599841042
ES1631A,ES,41.645557,-4.7302775,pm25,2,11.6886935,12.293918999999999,0.6052254999999995,5.17787124797138
ES1635A,ES,38.359444,-0.47194445,no2,2,32.706983,22.355852,-10.351131000000002,-31.64807649791484
ES1642A,ES,41.935665,2.2385683,o3,2,45.3273715,39.528456,-5.7989155,-12.79340784188203
ES1648A,ES,36.23386,-5.6635,no2,2,5.308661150000001,5.7326178500000005,0.42395669999999974,7.986132247299296
ES1649A,ES,42.17583,-1.74333,no2,2,10.546059,9.19402685,-1.3520321499999994,-12.820259681839438
ES1649A,ES,42.17583,-1.74333,pm25,2,11.738914999999999,8.477729799999999,-3.2611852,-27.78097635088081
ES1654A,ES,37.99435,-5.66687,no2,2,3.6604672999999996,3.0489124,-0.6115548999999998,-16.707017161442746
ES1661A,ES,42.07472,-1.62694,no2,2,11.6448665,8.30514485,-3.3397216499999995,-28.67977619150893
ES1662A,ES,42.30833,-1.80833,no2,2,7.6557055,8.98094925,1.3252437500000003,17.31053721959394
ES1670A,ES,39.558613,-1.2813889,no2,2,8.9034565,3.76572105,-5.137735450000001,-57.704953688491656
ES1670A,ES,39.558613,-1.2813889,pm25,2,9.846847,7.9760670000000005,-1.8707799999999999,-18.998771891144443
ES1671A,ES,39.708057,-0.83194447,no2,2,7.569412999999999,6.796912600000001,-0.7725003999999984,-10.205552266734534
ES1671A,ES,39.708057,-0.83194447,pm25,2,11.350538499999999,12.3204,0.9698615000000004,8.54462984289248
ES1675A,ES,38.57139,-0.14666666,no2,2,9.754482,8.8458765,-0.9086055000000002,-9.314748850835956
ES1677A,ES,38.08472,-0.8527778,no2,2,8.3879285,10.082404,1.6944755000000011,20.20135841644336
ES1677A,ES,38.08472,-0.8527778,o3,2,64.40815,54.385963,-10.02218700000001,-15.560432957630374
ES1685A,ES,40.051945,-0.18972223,no2,2,26.1189695,18.9406665,-7.178303,-27.483101888839833
ES1685A,ES,40.051945,-0.18972223,pm25,2,8.739421499999999,10.884473,2.145051500000001,24.544547942904472
ES1687A,ES,40.06222,0.07277777,no2,2,23.6196835,21.218255,-2.4014285000000015,-10.167064685688958
ES1687A,ES,40.06222,0.07277777,pm25,2,6.87872275,6.658116,-0.22060674999999996,-3.2070888450911905
ES1688A,ES,39.892223,-0.065,no2,2,17.252817,15.258825999999999,-1.9939910000000012,-11.55748072908906
ES1688A,ES,39.892223,-0.065,pm25,2,7.1557015,6.578249,-0.5774525000000006,-8.06982376221256
ES1689A,ES,40.054165,-0.46833333,no2,2,4.3055915,5.8466468,1.5410553,35.791953323950956
ES1690A,ES,40.269444,-0.07888888,no2,1,6.965587,8.432507,1.4669199999999991,21.05953166617543
ES1691A,ES,39.930557,-0.60333335,no2,2,8.22455125,6.91182275,-1.3127284999999995,-15.961095749752907
ES1691A,ES,39.930557,-0.60333335,pm25,2,8.079426,8.38979,0.31036399999999986,3.841411506213435
ES1709A,ES,38.934723,-0.44138888,no2,1,9.299363,5.084507,-4.214855999999999,-45.32413671775152
