predVar,countryCode,param,r2,fstat,pval,predic,predLwr,predUpr,observed,nObs,date
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,62.05078983978419,58.90352437130536,65.19805530826301,56.97872,740,2020-02-06
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,49.673807896154955,46.452757396645254,52.894858395664656,48.6875,740,2020-02-07
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,50.41471561636971,48.05274034061161,52.77669089212782,43.875,740,2020-02-08
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,47.39106656867429,45.087574346309474,49.69455879103911,43.404255,740,2020-02-09
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,43.975603826522395,41.10184642885119,46.8493612241936,38.145832,740,2020-02-10
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,50.30212062687054,47.650631777692915,52.953609476048165,45.666668,740,2020-02-11
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,48.00643342661386,45.153515724553486,50.859351128674234,57.25,740,2020-02-12
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,44.25768966751944,41.66802160325563,46.847357731783255,44.441177,740,2020-02-13
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,55.68096681496144,53.29182322237642,58.07011040754645,44.38298,740,2020-02-14
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,54.41723426289962,51.7351080800089,57.09936044579034,47.276596,740,2020-02-15
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,56.53417555928183,54.103262450951114,58.96508866761254,45.645832,740,2020-02-16
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,53.287517761328054,50.91752985695992,55.657505665696185,44.4375,740,2020-02-17
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,59.75882228750743,57.265157287868064,62.25248728714679,58.8,740,2020-02-18
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,58.988098207767585,56.05487175027318,61.92132466526199,51.85,740,2020-02-20
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,64.30587855170154,61.40180551092914,67.20995159247394,54.787235,740,2020-02-21
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,64.72255598439203,61.56414299137102,67.88096897741303,50.041668,740,2020-02-22
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,64.33780637914178,61.12320537412293,67.55240738416063,45.729168,740,2020-02-23
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,64.90987482160199,61.71646579182823,68.10328385137575,52.425533,740,2020-02-24
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,63.92902915307205,61.06613073726223,66.79192756888187,54.63158,740,2020-02-25
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,71.74223990950334,68.62795928167459,74.85652053733209,75.47619,740,2020-02-26
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,58.92987169573054,56.15177526495931,61.70796812650177,61.446808,740,2020-02-27
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,49.92148555982806,46.86478321233451,52.978187907321605,53.270832,740,2020-02-28
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,58.6484814296155,55.565995750501216,61.730967108729786,50.375,740,2020-02-29
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,61.01618156376557,58.219461853270374,63.81290127426077,62.76595700000001,740,2020-03-01
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,60.48819040143436,57.62049413305001,63.35588666981871,66.583336,740,2020-03-02
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,58.07806413469084,55.436676479280116,60.719451790101566,60.62499999999999,740,2020-03-03
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,52.97914932351003,49.306439910802986,56.65185873621707,51.61702,740,2020-03-04
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,50.791404582196,47.47195634632074,54.110852818071265,41.0625,740,2020-03-05
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,70.71023775113414,67.69234541285468,73.72813008941361,66.354164,740,2020-03-06
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,72.87035981832454,70.1773130546018,75.56340658204729,75.73333,740,2020-03-07
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,64.01550873277515,61.31558899713017,66.71542846842013,60.574467,740,2020-03-08
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,74.79118947348624,71.77510253332525,77.80727641364723,71.625,740,2020-03-09
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,64.2392897779861,60.96450970769328,67.51406984827892,58.840908,740,2020-03-10
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,63.831667987148364,60.372259034658164,67.29107693963856,61.52083199999999,740,2020-03-11
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,54.57351922112772,51.30894624044317,57.838092201812266,47.854168,740,2020-03-12
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,52.17362109728701,48.734677555377104,55.61256463919692,45.5,740,2020-03-13
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,58.59771366498215,55.7471014338324,61.448325896131905,49.625,740,2020-03-14
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,64.58512517962187,61.86678163678089,67.30346872246284,58.979168,740,2020-03-15
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,59.32164874856266,55.60771620127304,63.035581295852275,61.72340400000001,740,2020-03-16
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,51.47068252776454,48.8427454682023,54.09861958732677,37.0625,740,2020-03-17
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,55.00275199600088,52.09605603275218,57.90944795924958,41.5,740,2020-03-18
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,64.18234496858916,61.44233913978313,66.9223507973952,60.63829799999999,740,2020-03-19
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,63.18810323531795,60.33109814875245,66.04510832188345,66.770836,740,2020-03-20
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,64.73123312459317,62.17760540871109,67.28486084047526,68.666664,740,2020-03-21
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,57.794731823549185,54.92282965175746,60.66663399534091,66.40426,740,2020-03-22
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,58.670700950470625,56.1346019978146,61.20679990312665,56.96154,740,2020-03-23
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,66.6822107924069,63.80260392635448,69.56181765845933,59.208332,740,2020-03-24
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,64.46412942136888,61.117881921859265,67.8103769208785,62.696968000000005,740,2020-03-25
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,68.15281154223308,65.20814146616569,71.09748161830048,72.891304,740,2020-03-26
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,68.9652913369556,66.1068369069889,71.8237457669223,77.5625,740,2020-03-27
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,62.786811021795515,59.95931728878787,65.61430475480316,66.82979,740,2020-03-28
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,72.12191528049865,69.41157867355132,74.83225188744599,75.76087,740,2020-03-29
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,62.640758586051426,58.55727249798524,66.72424467411761,65.5625,740,2020-03-30
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,57.13098854898288,53.46120606928109,60.800771028684665,50.042553,740,2020-03-31
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,59.68871528792579,56.65809004845194,62.71934052739964,56.104168,740,2020-04-01
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,60.769977038511094,57.76465140456719,63.775302672455,61.645832,740,2020-04-02
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,76.77266493336987,73.71206391359999,79.83326595313974,84.78723,740,2020-04-03
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,71.54961181369102,68.19040175563174,74.90882187175029,72.458336,740,2020-04-04
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,74.89845373627819,71.99600739848302,77.80090007407335,70.729164,740,2020-04-05
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,63.503094189879675,61.053449288020474,65.95273909173888,70.702126,740,2020-04-06
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,61.1457390163931,58.340029689449665,63.95144834333654,54.0625,740,2020-04-07
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,62.950651454797736,60.25859384560917,65.6427090639863,53.854168,740,2020-04-08
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,64.6567847912,62.10941357932892,67.20415600307106,59.978719999999996,740,2020-04-09
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,65.04887676737115,62.682874347728045,67.41487918701426,70.083336,740,2020-04-10
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,67.64885568768005,65.46992244132619,69.82778893403392,82.13333,740,2020-04-11
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,67.5702292826512,65.15373487323203,69.98672369207037,77.61702,740,2020-04-12
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,61.55541445687359,58.17444055699738,64.9363883567498,57.6875,740,2020-04-13
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,64.65737212057758,62.256898019488816,67.05784622166634,56.25,740,2020-04-14
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,70.1607917432706,67.59735410960508,72.72422937693611,71.82979,740,2020-04-15
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,70.70439754924124,68.1566053645067,73.25218973397577,72.5625,740,2020-04-16
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,73.42508459015602,70.73910963742226,76.11105954288978,67.125,740,2020-04-17
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,69.66838370496149,67.02440668789166,72.31236072203131,72.510635,740,2020-04-18
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,62.232584585091686,59.0312117519657,65.43395741821767,54.729168,740,2020-04-19
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,64.44124667002384,60.475563861980035,68.40692947806765,52.6875,740,2020-04-20
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,67.08694989589746,62.70525364773717,71.46864614405774,44.577778,740,2020-04-21
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,69.90309417533189,66.14894311276778,73.65724523789599,66.90909,740,2020-04-22
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,65.54954682634731,62.7411721315654,68.35792152112921,52.7,740,2020-04-23
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,64.55706843717662,61.42983483865196,67.6843020357013,49.128204,740,2020-04-26
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,67.51902328685296,64.0019552391032,71.03609133460272,52.054054,740,2020-04-27
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,71.75360103472143,68.64604030735049,74.86116176209237,67.425,740,2020-04-28
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,74.2026559814891,71.15934709679976,77.24596486617844,56.5,740,2020-04-29
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,71.57325409089005,68.31486048676669,74.8316476950134,67.5814,740,2020-04-30
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,68.76880319065938,66.00126785051705,71.53633853080171,48.45652,740,2020-05-01
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,71.51229406547608,68.40392146374991,74.62066666720226,57.485714,740,2020-05-04
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,83.97868477698067,81.07613179992525,86.88123775403609,69.195656,740,2020-05-05
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,78.50637423806948,75.56449569337543,81.44825278276353,73.69768,740,2020-05-06
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,72.53713306200422,69.64441535470058,75.42985076930785,68.710526,740,2020-05-07
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,83.10588398389287,80.72412260588938,85.48764536189636,67.47222,740,2020-05-08
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,80.73604953912205,78.46778893727766,83.00431014096644,73.92105,740,2020-05-09
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,75.12874295162894,71.01318939127928,79.24429651197859,66.391304,740,2020-05-10
mean,AND,o3,0.6854185096777942,87.27410873756354,3.2933247041127477e-167,70.7218172914489,66.90326076133651,74.54037382156129,57.104168,740,2020-05-11
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.040399593333398945,0.037912300828192164,0.042886885838605726,0.04371408449066528,1012,2020-01-01
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.04120096377304537,0.038590853173765455,0.04381107437232529,0.04769436385060586,1012,2020-01-02
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.04442595615018213,0.04198247107370503,0.04686944122665924,0.05672319679623217,1012,2020-01-03
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.04877353953224696,0.04655654107325533,0.05099053799123859,0.05296837851644101,1012,2020-01-04
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.04338351291327894,0.040530203359262426,0.04623682246729545,0.04681331715322727,1012,2020-01-05
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.03933126832337272,0.03681267906505053,0.04184985758169491,0.0311700755929225,1012,2020-01-06
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.03824729362561356,0.03629353492465513,0.04020105232657199,0.044408493727187796,1012,2020-01-07
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.03930734230871502,0.03743179886706049,0.041182885750369554,0.05351360513935236,1012,2020-01-08
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.03933058723054175,0.037438993474868384,0.04122218098621512,0.046873555129294836,1012,2020-01-09
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.041285535406013846,0.039178975687960416,0.043392095124067276,0.05231295605634628,1012,2020-01-10
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.0447335555128444,0.04253604355078293,0.04693106747490587,0.03892377743520306,1012,2020-01-11
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.045317289804900254,0.04309222227392023,0.047542357335880275,0.035216000843208764,1012,2020-01-12
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.04393795130743185,0.04229890923704999,0.0455769933778137,0.04307078131350699,1012,2020-01-13
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.040362864755897565,0.038694508428518,0.04203122108327713,0.033514184367822636,1012,2020-01-14
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.036175284487733134,0.034016736688917276,0.03833383228654899,0.033128632650427835,1012,2020-01-15
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.03746285803464568,0.035041792184214715,0.03988392388507664,0.04069284406962507,1012,2020-01-16
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.0392408880936015,0.03693922300885696,0.04154255317834605,0.04098224904185444,1012,2020-01-17
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.039559091221529535,0.03687262385624442,0.04224555858681465,0.04488748054035935,1012,2020-01-18
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.040263118561866554,0.03806860033951785,0.042457636784215255,0.040282734938932564,1012,2020-01-19
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.040707058512703204,0.038950435083587406,0.042463681941819,0.03666535450996886,1012,2020-01-20
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.04103541465639518,0.03928289124598504,0.04278793806680532,0.048892736589040364,1012,2020-01-21
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.041914145752167925,0.039983208963096574,0.043845082541239276,0.04917734015026591,1012,2020-01-22
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.04131773466899985,0.03892805489513965,0.043707414442860054,0.0478211500329728,1012,2020-01-23
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.03813879382509994,0.03578132528408027,0.040496262366119605,0.04005971417116781,1012,2020-01-24
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.039859479081693974,0.03758306375953843,0.042135894403849516,0.04183427845747398,1012,2020-01-25
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.04051759183088072,0.03848464503040523,0.0425505386313562,0.04045586597879075,1012,2020-01-26
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.03891635749382351,0.03691162238469812,0.0409210926029489,0.05153966653838641,1012,2020-01-27
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.0386428159840162,0.03658135365777933,0.04070427831025307,0.04224132056907792,1012,2020-01-28
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.03953651438331579,0.03720487615779308,0.0418681526088385,0.04970660299253685,1012,2020-01-29
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.04123183298200761,0.03895671774498063,0.04350694821903459,0.053953371088408024,1012,2020-01-30
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.04122944221812094,0.038152790079011706,0.04430609435723018,0.05318359807486408,1012,2020-01-31
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.04187176843448914,0.03925235515120881,0.044491181717769474,0.0400121595657483,1012,2020-02-01
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.04020765313098085,0.03849684209498346,0.04191846416697823,0.041078203706075234,1012,2020-02-02
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.04434165693512124,0.04236692949158246,0.046316384378660015,0.04021462883880949,1012,2020-02-03
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.03810399398109511,0.036201235874715444,0.04000675208747478,0.03602119886727463,1012,2020-02-04
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.03565037918362911,0.03355657709855078,0.03774418126870743,0.03318933477708509,1012,2020-02-05
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.033452693274292636,0.031177483129008237,0.03572790341957704,0.033517396604276536,1012,2020-02-06
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.036331912383644444,0.03383458715539932,0.03882923761188957,0.04370548970767851,1012,2020-02-07
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.03958775201211624,0.03665089898836074,0.04252460503587174,0.032834724816878075,1012,2020-02-08
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.038288971665678864,0.035606035058013484,0.040971908273344244,0.03818162887758825,1012,2020-02-09
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.03427179048914683,0.0323455234442671,0.03619805753402656,0.03862706430233641,1012,2020-02-10
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.03223733246705068,0.03020452456652327,0.0342701403675781,0.04411641338685169,1012,2020-02-11
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.03162840791824931,0.02925459189686349,0.034002223939635125,0.028136869774598124,1012,2020-02-12
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.03058835787303575,0.028333106936899395,0.03284360880917211,0.025983863275659352,1012,2020-02-13
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.03532180771762203,0.03327287839344166,0.037370737041802396,0.02880164425925429,1012,2020-02-14
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.03648438457872272,0.034439969497259186,0.03852879966018625,0.03175783983370206,1012,2020-02-15
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.037152049962854775,0.03543611593274458,0.03886798399296497,0.03255699888319559,1012,2020-02-16
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.03393589774553968,0.03209424657922677,0.035777548911852586,0.02487170403555777,1012,2020-02-17
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.03355453055548441,0.03209704416604482,0.03501201694492399,0.040312277648201056,1012,2020-02-18
mean,AUS,o3,0.4138636230124682,38.95249882549688,5.6146235908716516e-102,0.03593817697460876,0.03401343004119791,0.037862923908019604,0.04000685186609165,1012,2020-02-19
