mean,count,Lon,Lat,day,month,year,country,city,parameter,unit
5.59,10,4.675,8.484,4,7,2014,NG,Ilorin,pm25,µg/m³
17.866667,15,4.675,8.484,3,6,2014,NG,Ilorin,pm25,µg/m³
43.1125,8,107.61,-6.888,14,9,2014,ID,Bandung,pm25,µg/m³
6.5750003,24,-58.506,-34.56,3,4,2015,AR,Buenos Aires,pm25,µg/m³
26.47,10,107.61,-6.888,22,7,2014,ID,Bandung,pm25,µg/m³
8.758333,24,-58.506,-34.56,6,12,2014,AR,Buenos Aires,pm25,µg/m³
37.992855,14,107.61,-6.888,9,5,2014,ID,Bandung,pm25,µg/m³
9.685507,138,77.196785,28.62209,16,7,2015,IN,Delhi,so2,µg/m³
23.070833,24,116.333,40.01,27,1,2015,CN,Beijing,pm25,µg/m³
34.390682,279,-0.16119212,51.511074,27,8,2015,GB,London,no2,µg/m³
7.431818,176,-0.149632,51.527252,26,8,2015,GB,London,pm25,µg/m³
10.405,20,-58.506,-34.56,12,12,2014,AR,Buenos Aires,pm25,µg/m³
16.376596,47,116.40004,39.980637,24,8,2015,CN,Beijing,pm25,µg/m³
12.741667,24,34.81,31.907,3,4,2015,IL,Rehovot,pm25,µg/m³
30.764706,17,90.398,23.728,17,9,2015,BD,Dhaka,pm25,µg/m³
41.010002,2,5.6062946,52.43595,14,9,2015,NL,Biddinghuizen,o3,µg/m³
-999,1,4.58006,51.8694,14,9,2015,NL,Ridderkerk,o3,µg/m³
12.163333,1,5.14845,51.5184,14,9,2015,NL,Biest Houtakker,pm10,µg/m³
45.601852,108,77.20096,28.641497,2,8,2015,IN,Delhi,pm25,µg/m³
10.705,60,77.22821,28.626127,2,8,2015,IN,Delhi,so2,µg/m³
22.791666,24,116.333,40.01,20,3,2015,CN,Beijing,pm25,µg/m³
21.627693,65,77.2016,28.633295,1,9,2015,IN,Delhi,o3,µg/m³
13.52,1,4.9233,51.9745,21,9,2015,NL,Cabauw,no2,µg/m³
19.720238,168,106.90193,47.913624,24,9,2015,MN,Ulaanbaatar,o3,µg/m³
44.468,25,-70.72413,-34.154205,23,9,2015,CL,Rancagua,pm10,µg/m³
2783.077,13,-70.71392,-34.162315,23,9,2015,CL,Rancagua,co,µg/m³
38.208332,216,-0.15233599,51.512825,24,9,2015,GB,London,no2,µg/m³
5.921579,19,-71.42831,-32.75425,10,8,2017,CL,Puchuncaví,so2,µg/m³
9.535,4,-71.37303,-32.778988,10,8,2017,CL,Puchuncaví,pm25,µg/m³
9.190727,55,77.026306,28.450129,11,8,2017,IN,Gurgaon,so2,µg/m³
931.7742,124,80.94182,26.84438,11,8,2017,IN,Lucknow,co,µg/m³
668.3119,21,-70.65116,-33.422302,11,8,2017,CL,Independencia,co,µg/m³
3.4,5,-46.792076,-23.526722,10,8,2017,BR,Osasco,so2,µg/m³
0,5,-45.575806,-23.03235,10,8,2017,BR,Taubaté,so2,µg/m³
13,5,-45.575806,-23.03235,10,8,2017,BR,Taubaté,pm25,µg/m³
-999,22,4.22802,51.932,11,8,2017,NL,Maassluis,no2,µg/m³
20.839546,22,4.64232,52.3705,11,8,2017,NL,Haarlem,no2,µg/m³
19.702282,22,5.71475,50.8459,11,8,2017,NL,Maastricht,pm10,µg/m³
11.789474,19,-45.575806,-23.03235,11,8,2017,BR,Taubaté,no2,µg/m³
30.984375,64,37.55828,41.042057,11,8,2017,TR,Ordu,no2,µg/m³
3.1370454,44,-72.47125,-36.713882,11,8,2017,CL,Quillón,so2,µg/m³
0.2,15,-76.347,36.98789,10,8,2017,US,Virginia Beach-Norfolk-Newport News,co,ppm
53.833332,6,77.230034,28.616568,10,8,2017,IN,Delhi,pm25,µg/m³
3.262084,24,11.5593,60.883644,11,8,2017,NO,Elverum,pm25,µg/m³
0.006126449,8692,34.900734,32.37986,11,8,2017,IL,תחנות ניידות,no2,ppm
9.18E-04,9469,35.171307,31.793333,11,8,2017,IL,ירושלים,so2,ppm
24.26415,53,100.63359,13.626802,12,8,2017,TH,Samut Prakan,pm10,µg/m³
24.308262,24,5.85778,51.8414,15,10,2015,NL,Nijmegen,pm10,µg/m³
17.865555,24,5.88175,50.9023,16,10,2015,NL,Wijnandsrade,pm10,µg/m³
50.97391,23,20.955555,52.407578,16,10,2015,PL,Legionowo,pm25,µg/m³
10.99,4,-73.11869,-36.735996,10,8,2017,CL,Talcahuano,pm25,µg/m³
70.36364,22,-50.439316,-21.186842,12,8,2017,BR,Araçatuba,o3,µg/m³
10.982174,23,-70.18868,-22.085518,12,8,2017,CL,Tocopilla,no2,µg/m³
83.31944,72,32.775387,39.958748,12,8,2017,TR,Ankara,o3,µg/m³
112.645836,48,41.4237,39.95057,12,8,2017,TR,Erzurum,o3,µg/m³
20.328571,140,29.75302,40.7545,12,8,2017,TR,Kocaeli,so2,µg/m³
535.625,24,36.552105,40.318665,12,8,2017,TR,Tokat,co,µg/m³
0.35929552,3577,35.351063,32.62987,7,9,2017,IL,עמק יזרעאל,co,ppm
0.001822059,68,150.80898,-33.738503,12,8,2017,AU,Sydney North-west,no2,ppm
12.021667,24,5.57349,52.9169,17,10,2015,NL,Balk,no2,µg/m³
20.079514,24,4.22802,51.932,17,10,2015,NL,Maassluis,pm25,µg/m³
12.819166,24,4.51082,52.2966,17,10,2015,NL,De Zilk,pm25,µg/m³
-11.856667,24,5.05051,52.8037,17,10,2015,NL,Wieringerwerf,o3,µg/m³
-40.937084,24,4.51082,52.2966,17,10,2015,NL,De Zilk,so2,µg/m³
12.391304,23,19.688612,52.560833,17,10,2015,PL,Płock,o3,µg/m³
-26.923958,288,4.86392,52.37704,18,10,2015,NL,Amsterdam,no2,µg/m³
15.465,24,6.60537,52.0918,18,10,2015,NL,Eibergen,no2,µg/m³
15.8375,24,5.98685,50.9003,18,10,2015,NL,Heerlen,o3,µg/m³
19.389402,24,4.22802,51.932,18,10,2015,NL,Maassluis,pm25,µg/m³
12.124901,24,4.3263,51.9105,18,10,2015,NL,Vlaardingen,pm25,µg/m³
7.96,1,5.57349,52.9169,10,8,2017,NL,Balk,no2,µg/m³
-999,2,5.695275,50.849,10,8,2017,NL,Maastricht,o3,µg/m³
37.076,20,-72.59879,-38.764767,3,10,2015,CL,Padre las Casas,pm10,µg/m³
742.3457,81,,,10,9,2017,IN,Amritsar,co,µg/m³
6,44,,,10,9,2017,IN,Rajamahendravaram,pm25,µg/m³
0.012215159,9651,34.85881,31.171745,7,9,2017,IL,צפון הנגב,no2,ppm
0.03972413,5230,35.32235,31.153406,6,9,2017,IL,איזור יהודה,o3,ppm
7.96E-04,4032,34.944893,29.545174,28,9,2017,IL,אילת,so2,ppm
0.2652804,5742,35.182602,31.798098,28,9,2017,IL,ירושלים,co,ppm
7.3811,100,,,29,9,2017,IN,Visakhapatnam,so2,µg/m³
8.500392,102,,,29,9,2017,IN,Visakhapatnam,pm25,µg/m³
54.220203,49,76.85318,30.705778,29,9,2017,IN,Panchkula,o3,µg/m³
24.24206,199,77.59945,12.957983,29,9,2017,IN,Bengaluru,no2,µg/m³
6.3228,25,73.03791,26.292065,29,9,2017,IN,Jodhpur,so2,µg/m³
37.99296,27,73.03791,26.292065,29,9,2017,IN,Jodhpur,pm25,µg/m³
30.655073,69,21.028055,52.22364,19,10,2015,PL,Warszawa,pm25,µg/m³
40.450848,295,-0.1512997,51.50919,29,9,2015,GB,London,no2,µg/m³
9.325292,24,-70.953064,-33.67375,28,9,2015,CL,Talagante,so2,µg/m³
209.88333,24,-72.62079,-38.7487,29,9,2015,CL,Temuco,co,µg/m³
48.839584,48,18.636806,44.532223,28,8,2017,BA,Tuzla,o3,µg/m³
0.22388889,18,100.17033,19.190056,13,8,2017,TH,Phayao,co,ppm
24.44421,19,-73.228516,-39.831318,1,10,2015,CL,Valdivia,pm25,µg/m³
20.537683,95,-71.49133,-32.92615,4,10,2015,CL,Concón,so2,µg/m³
26.045,2,5.39333,51.4074,4,10,2015,NL,Veldhoven,no2,µg/m³
54.95,4,5.6062946,52.43595,4,10,2015,NL,Biddinghuizen,pm10,µg/m³
42.859093,2,4.35984,51.4344,4,10,2015,NL,Huijbergen,pm10,µg/m³
51.683334,2,5.70842,52.1116,4,10,2015,NL,Wekerom,pm10,µg/m³
-26.11375,24,4.45053,51.7866,5,10,2015,NL,Westmaas,o3,µg/m³
26.856522,46,19.696945,52.555885,5,10,2015,PL,Płock,no2,µg/m³
5.3210526,19,150.74583,-33.618332,20,8,2017,AU,Sydney North-west,pm25,µg/m³
0.009112394,5817,35.169838,32.899353,20,8,2017,IL,צפון,no2,ppm
17.651897,232,77.16439,28.691452,20,8,2017,IN,Delhi,no2,µg/m³
0.017924242,66,150.82852,-34.49185,10,9,2017,AU,Illawarra,o3,ppm
7.6712327,73,-70.964935,42.667492,19,8,2017,US,Boston-Cambridge-Quincy,pm25,µg/m³
899.13794,58,73.03791,26.292065,14,10,2017,IN,Jodhpur,co,µg/m³
7.2504764,42,88.3804,22.627874,14,10,2017,IN,Kolkata,o3,µg/m³
26.149666,24,-70.85298,-34.394543,24,9,2015,CL,Rengo,o3,µg/m³
1122.8965,20,-70.73215,-33.43309,28,8,2017,CL,Cerro Navia,co,µg/m³
0.002952381,21,100.1654,18.12614,28,8,2017,TH,Phrae,no2,ppm
15.515942,69,18.642778,44.53213,12,8,2017,BA,Tuzla,so2,µg/m³
6.0301976,44,4.48411,51.89235,12,8,2017,NL,Rotterdam Zuid,pm25,µg/m³
20.14395,92,5.3094444,60.397503,12,8,2017,NO,Bergen,no2,µg/m³
23.002777,18,-73.11872,-40.58448,11,8,2017,CL,Osorno,pm25,µg/m³
62.68421,19,1.122017,52.95049,11,8,2017,GB,Weybourne,o3,µg/m³
50.157894,19,-3.034178,52.50385,11,8,2017,GB,Aston Hill,o3,µg/m³
3.6153846,13,-1.438228,51.149616,11,8,2017,GB,Stockbridge,so2,µg/m³
4.1578946,19,-1.438228,51.149616,11,8,2017,GB,Stockbridge,pm25,µg/m³
0.048278302,212,-111.8939,33.476105,10,8,2017,US,Phoenix-Mesa-Scottsdale,o3,ppm
0.17777778,27,-104.980446,39.789898,10,8,2017,US,Denver-Aurora,co,ppm
0.030714286,112,-77.12432,38.845604,10,8,2017,US,Washington-Arlington-Alexandria,o3,ppm
0.00552,25,-90.07944,38.309864,10,8,2017,US,WASHINGTON,no2,ppm
0.041222222,9,-95.47594,37.67696,10,8,2017,US,NEOSHO,o3,ppm
0.22416666,12,-72.57335,42.1515,10,8,2017,US,Springfield,co,ppm
10.857142,7,-71.01269,42.06512,10,8,2017,US,PLYMOUTH,pm25,µg/m³
0.58750004,24,-83.32071,42.398094,10,8,2017,US,WAYNE,co,ppm
19.875,8,-71.38014,42.86253,10,8,2017,US,ROCKINGHAM,pm10,µg/m³
0.00575,8,-75.12529,39.934444,10,8,2017,US,Philadelphia-Camden-Wilmington,no2,ppm
9.625,8,-78.5742,35.8561,10,8,2017,US,Raleigh-Cary,pm10,µg/m³
0.032034885,86,-80.060234,40.492554,10,8,2017,US,Pittsburgh,o3,ppm
12.205882,51,-79.97236,40.448757,10,8,2017,US,Pittsburgh,pm25,µg/m³
14.0885105,47,,,10,9,2017,IN,Ludhiana,no2,µg/m³
-999,24,4.60184,52.463,10,9,2017,NL,IJmuiden,co,µg/m³
1.9815072,24,5.18155,52.2351,10,9,2017,NL,Hilversum,pm25,µg/m³
11.942064,48,5.122485,52.08635,10,9,2017,NL,Utrecht,pm10,µg/m³
44,20,-46.672707,-23.553543,10,9,2017,BR,Cerqueira César,no2,µg/m³
52.409092,44,34.955803,40.538994,10,9,2017,TR,Çorum,no2,µg/m³
9.816901,71,18.642347,44.53201,7,9,2017,BA,Tuzla,pm25,µg/m³
33.822582,62,-46.39182,-23.85293,7,9,2017,BR,Cubatão,no2,µg/m³
37.83,21,5.85694,51.8382,7,9,2017,NL,Nijmegen,o3,µg/m³
20.012192,21,5.18155,52.2351,7,9,2017,NL,Hilversum,pm10,µg/m³
43.409092,22,-121.4406,37.6825,6,9,2017,US,Stockton,pm10,µg/m³
60.217392,23,11.52769,58.99677,20,8,2017,NO,Prestebakke,o3,µg/m³
8.218087,202,10.756958,59.92154,20,8,2017,NO,Oslo,pm10,µg/m³
0.019,38,100.90215,14.603312,20,8,2017,TH,Saraburi,o3,ppm
0.003666667,9,101.28636,13.588554,20,8,2017,TH,Chachoengsao,o3,ppm
0.03694737,19,-111.739296,33.08,11,8,2017,US,PINAL,o3,ppm
1.057,10,-117.91876,33.819305,11,8,2017,US,ORANGE,co,ppm
0.0636,15,-121.82046,39.20556,11,8,2017,US,SUTTER,o3,ppm
0.02607143,14,-81.72,26.2992,11,8,2017,US,Naples-Marco Island,o3,ppm
0.016571429,14,-82.6192,30.1783,11,8,2017,US,Lake City,o3,ppm
6.4714284,14,-82.6192,30.1783,11,8,2017,US,Lake City,pm25,µg/m³
15.038889,72,-85.7361,38.164574,11,8,2017,US,Louisville,pm25,µg/m³
2.50E-04,16,-76.1408,38.5876,11,8,2017,US,DORCHESTER,so2,ppm
0.035058822,17,-86.1486,42.7678,11,8,2017,US,Allegan,o3,ppm
0.03725,16,-82.6431,43.8364,11,8,2017,US,HURON,o3,ppm
7.7777777,18,-93.27205,45.01361,11,8,2017,US,HENNEPIN,pm25,µg/m³
25.989473,19,-112.0131,46.6588,11,8,2017,US,Helena,pm25,µg/m³
0,18,-80.2267,36.1106,11,8,2017,US,Winston-Salem,so2,ppm
0.015058824,17,-99.51524,27.517403,11,8,2017,US,Laredo,o3,ppm
9.970588,17,-99.5333,27.5994,11,8,2017,US,Laredo,pm25,µg/m³
0.048873026,5687,35.325336,31.153316,8,9,2017,IL,איזור יהודה,o3,ppm
138.72327,318,77.20119,28.628279,8,9,2017,IN,Delhi,pm10,µg/m³
8.241277,141,80.23635,13.065673,8,9,2017,IN,Chennai,so2,µg/m³
0.005894737,19,101.82357,6.427698,8,9,2017,TH,Narathiwat,no2,ppm
5.659091,44,35.42145,40.683323,8,9,2017,TR,Amasya,so2,µg/m³
13.954545,22,39.497066,39.746445,8,9,2017,TR,Erzincan,so2,µg/m³
9.976191,42,27.74171,41.14781,8,9,2017,TR,Tekirdağ,so2,µg/m³
97.952774,36,88.3804,22.627874,12,8,2017,IN,Kolkata,pm10,µg/m³
4.7208333,24,5.57349,52.9169,20,10,2015,NL,Balk,no2,µg/m³
17.373333,39,82.97833,25.350555,7,9,2017,IN,Varanasi,o3,µg/m³
5.535,20,146.97417,-36.051666,28,8,2017,AU,South-west Slopes,pm25,µg/m³
0.022608696,69,150.80806,-33.73676,7,9,2017,AU,Sydney North-west,o3,ppm
0.00975,8,99.01115,18.564722,10,9,2017,TH,Lamphun,o3,ppm
96.7,20,-49.95997,-22.19981,7,9,2017,BR,Marília,o3,µg/m³
13.185217,23,-70.18868,-22.085518,7,9,2017,CL,Tocopilla,no2,µg/m³
1.9342105,76,35.31756,37.01169,28,8,2017,TR,Adana,so2,µg/m³
20.631578,19,30.05295,39.90395,28,8,2017,TR,Bilecik,no2,µg/m³
48.57895,19,27.612913,39.181416,28,8,2017,TR,Manisa,pm10,µg/m³
-999,46,5.816465,50.97375,20,8,2017,NL,Geleen,no2,µg/m³
-647.06744,23,6.1082,51.4541,20,8,2017,NL,Horst a/d Maas,pm25,µg/m³
15.787799,23,4.60199,52.494,20,8,2017,NL,Wijk aan Zee,pm10,µg/m³
19.89394,66,35.453487,38.729603,13,8,2017,TR,Kayseri,so2,µg/m³
4.5454545,44,32.499176,37.901783,13,8,2017,TR,Konya,so2,µg/m³
65.27778,18,-47.33955,-22.724253,8,9,2017,BR,Americana,o3,µg/m³
51.15,20,-45.575806,-23.03235,8,9,2017,BR,Taubaté,pm10,µg/m³
29.147333,60,-71.43391,-32.76376,8,9,2017,CL,Puchuncaví,pm10,µg/m³
0.001332099,81,151.1227,-33.863117,13,8,2017,AU,Sydney East,no2,ppm
0.022852274,176,152.99167,-27.488926,13,8,2017,AU,South East Queensland,o3,ppm
20.0692,50,75.90639,17.65992,13,8,2017,IN,Solapur,so2,µg/m³
21.083334,24,90.424614,23.796373,8,9,2017,BD,Dhaka,pm25,µg/m³
32.279457,24,-71.37303,-32.778988,30,9,2015,CL,Ventanas,o3,µg/m³
27.210526,19,104.07,30.63,1,10,2015,CN,Chengdu,pm25,µg/m³
0.45,1,99.82336,19.909243,4,1,2016,TH,Chiang Rai,co,ppm
-129.58333,6,4.77401,52.334,4,1,2016,NL,Badhoevedorp,no2,µg/m³
9.761806,6,4.8617,52.5636,4,1,2016,NL,De Rijp,pm10,µg/m³
80.28281,442,106.89235,47.912556,5,1,2016,MN,Ulaanbaatar,so2,µg/m³
6.6483493,46,5.72966,58.96294,20,8,2017,NO,Stavanger,pm10,µg/m³
308.39847,13,-70.52332,-33.376774,6,9,2017,CL,Las Condes,co,µg/m³
10.975,40,-70.94915,-32.777958,13,8,2017,CL,Catemu,so2,µg/m³
43.25,20,-48.983074,-21.141943,6,9,2017,BR,Catanduva,o3,µg/m³
27.05,20,-46.54623,-23.698671,6,9,2017,BR,São Bernardo do Campo,no2,µg/m³
0.38421053,19,-46.54623,-23.698671,6,9,2017,BR,São Bernardo do Campo,co,ppm
12.269178,73,77.658676,12.927467,13,8,2017,IN,Bengaluru,pm25,µg/m³
0.001,22,146.8341,-19.3463,31,8,2017,AU,Townsville,so2,ppm
84.318184,22,-70.72379,-33.34963,30,8,2017,CL,Quilicura,pm10,µg/m³
43.378887,45,-72.600845,-38.738094,28,8,2017,CL,Temuco,pm25,µg/m³
212.2205,40,-72.05638,-45.579575,28,8,2017,CL,Coyhaique,pm25,µg/m³
50.695652,23,-4.142361,50.37167,28,8,2017,GB,Plymouth,o3,µg/m³
4.2083335,24,-0.341222,53.74878,28,8,2017,GB,Hull,so2,µg/m³
18.272728,22,-121.6175,39.1389,27,8,2017,US,Yuba City,pm10,µg/m³
0.049044117,68,-105.263794,40.476234,27,8,2017,US,Fort Collins-Loveland,o3,ppm
4.2070794,113,-81.56418,30.337957,28,8,2017,US,Jacksonville,pm25,µg/m³
0.01552174,23,-70.12489,43.97445,28,8,2017,US,Lewiston-Auburn,o3,ppm
0.44,24,-93.285805,44.706123,28,8,2017,US,DAKOTA,co,ppm
0.021791667,48,-92.4592,47.615547,28,8,2017,US,Duluth,o3,ppm
8.33E-05,24,-71.458244,43.13246,28,8,2017,US,MERRIMACK,so2,ppm
0.025904762,21,-75.0252,39.42227,28,8,2017,US,Vineland-Millville-Bridgeton,o3,ppm
0.21652174,46,-84.44458,39.795036,28,8,2017,US,Dayton,co,ppm
9.180952,21,-76.512726,41.705227,28,8,2017,US,BRADFORD,pm25,µg/m³
8.958333,24,-82.5217,36.5408,28,8,2017,US,Kingsport-Bristol-Bristol,pm25,µg/m³
0.03026087,23,-78.31,37.17,28,8,2017,US,PRINCE EDWARD,o3,ppm
16.192593,135,-99.15649,19.385403,28,8,2017,MX,DISTRITO FEDERAL,pm25,µg/m³
0.67726743,172,-101.26637,20.703243,28,8,2017,MX,GUANAJUATO,co,ppm
0.35540453,5723,34.918568,31.888063,12,9,2017,IL,שפלה פנימית,co,ppm
-999,23,4.40139,51.9214,12,9,2017,NL,Schiedam,no2,µg/m³
14,1,-3.002778,53.04222,10,8,2017,GB,Wrexham,no2,µg/m³
7,1,-2.678731,51.638096,10,8,2017,GB,Chepstow,pm25,µg/m³
0.04975,4,-113.9956,48.5103,10,8,2017,US,Kalispell,o3,ppm
8.822222,45,-4.2409825,55.863415,8,9,2017,GB,Glasgow,pm10,µg/m³
3.7727273,44,-1.455945,53.237926,8,9,2017,GB,Chesterfield,pm25,µg/m³
6.5652175,23,-1.127311,52.619823,8,9,2017,GB,Leicester,pm25,µg/m³
48.347828,23,-1.438228,51.149616,8,9,2017,GB,Stockbridge,o3,µg/m³
8.178412,63,-68.93277,-22.455084,27,8,2017,CL,Calama,pm25,µg/m³
75.27273,11,-49.09276,-22.326609,30,8,2017,BR,Bauru,o3,µg/m³
1.1947368,19,-46.40995,-23.440117,30,8,2017,BR,Guarulhos,co,ppm
32.923077,65,-2.0983782,57.14508,7,9,2017,GB,Aberdeen,no2,µg/m³
10.333333,21,-1.260278,51.744804,7,9,2017,GB,Oxford,pm25,µg/m³
0.00125,20,-85.32595,34.243645,7,9,2017,US,Rome,so2,ppm
0.2631579,19,-74.21481,40.662388,7,9,2017,US,UNION,co,ppm
0.02055,40,-80.973274,37.019917,7,9,2017,US,Wilmington,o3,ppm
6.295238,21,-80.61569,40.36645,7,9,2017,US,Weirton-Steubenville,pm25,µg/m³
0.00575,4,-98.9353,36.1589,7,9,2017,US,DEWEY,o3,ppm
8.9,4,-98.9353,36.1589,7,9,2017,US,DEWEY,pm25,µg/m³
0.05395238,21,-110.77,39.5958,6,9,2017,US,CARBON,o3,ppm
248.06667,15,-119.0084,46.2001,6,9,2017,US,Walla Walla,pm10,µg/m³
19.85,20,-119.6436,36.3144,7,9,2017,US,Hanford-Corcoran,pm25,µg/m³
19.89889,24,4.50756,52.1678,21,10,2015,NL,Leiden,pm10,µg/m³
10.586917,12,-73.11869,-36.735996,20,10,2015,CL,Talcahuano,pm25,µg/m³
23.4175,4,-71.43451,-33.047466,20,10,2015,CL,Quilpué,pm10,µg/m³
22.11375,24,-71.65583,-35.42086,20,10,2015,CL,Talca,pm10,µg/m³
21.216087,23,-70.52332,-33.376774,20,8,2017,CL,Las Condes,o3,µg/m³
19.750622,21,10.6967,60.79089,31,8,2017,NO,Gjøvik,no2,µg/m³
1336.0454,22,30.4099,40.7693,31,8,2017,TR,Sakarya,co,µg/m³
-40.470833,24,13.570481,41.223076,27,8,2017,IT,Latina,so2,µg/m³
1,2,12.261163,42.36193,11,8,2017,IT,Viterbo,so2,µg/m³
10.85,20,-3.17625,51.48178,12,8,2017,GB,Cardiff,pm10,µg/m³
4.05,20,-4.142361,50.37167,12,8,2017,GB,Plymouth,pm25,µg/m³
-1.882353,17,-72.0789,41.3536,12,8,2017,US,Norwich-New London,pm25,µg/m³
0.019526316,19,-79.4667,36.3028,12,8,2017,US,CASWELL,o3,ppm
0.28538463,26,-122.6687,45.45165,11,8,2017,US,Portland-Vancouver-Beaverton,co,ppm
0.002333334,12,-107.12083,41.78237,11,8,2017,US,CARBON,so2,ppm
31.695652,23,-1.546472,53.80378,31,8,2017,GB,Leeds,o3,µg/m³
26.680729,24,4.22802,51.932,14,10,2015,NL,Maassluis,pm10,µg/m³
1.6430953,42,-68.789474,-22.402205,27,8,2017,CL,Calama,so2,µg/m³
2.9818518,47,-70.19714,-22.089977,12,10,2015,CL,Tocopilla,so2,µg/m³
-266.4797,24,4.38881,51.8879,13,10,2015,NL,Pernis,pm10,µg/m³
23.466629,24,4.28919,52.0771,13,10,2015,NL,Den Haag,pm25,µg/m³
35.499275,48,5.45859,51.45645,13,10,2015,NL,Eindhoven,pm10,µg/m³
1.3020834,24,3.74948,51.2945,13,10,2015,NL,Philippine,so2,µg/m³
11.681818,22,-70.52332,-33.376774,12,10,2015,CL,Las Condes,pm25,µg/m³
15.620909,33,-71.297874,-29.951132,6,9,2017,CL,Coquimbo,pm25,µg/m³
0.008842914,10677,34.811207,32.077396,5,9,2017,IL,גוש דן,no2,ppm
0.37465784,5290,34.915737,31.90475,5,9,2017,IL,שפלה פנימית,co,ppm
118.557434,296,77.20706,28.629028,6,9,2017,IN,Delhi,pm10,µg/m³
11.333333,45,-1.1671778,52.96189,10,9,2017,GB,Nottingham,pm10,µg/m³
3.5217392,23,-3.17625,51.48178,10,9,2017,GB,Cardiff,pm25,µg/m³
0.30058825,17,-119.77321,36.785378,9,9,2017,US,FRESNO,co,ppm
6.586364,22,-83.6694,43.0289,9,9,2017,US,Flint,pm25,µg/m³
0.18630435,46,-115.11842,36.177612,9,9,2017,US,Las Vegas-Paradise,co,ppm
26.454546,22,-94.72502,36.80467,9,9,2017,US,OTTAWA,pm10,µg/m³
32.31818,44,-106.394424,31.717789,9,9,2017,US,El Paso,pm10,µg/m³
72.75,20,17.913,44.199,6,9,2017,BA,Zenica,so2,µg/m³
19.353333,15,-72.47721,-36.743904,6,9,2017,CL,Quillón,o3,µg/m³
6.1190476,42,29.146221,40.614967,6,9,2017,TR,Yalova,so2,µg/m³
117.6,45,82.97833,25.350555,14,10,2017,IN,Varanasi,pm25,µg/m³
7.2708335,192,32.821465,39.938927,14,10,2017,TR,Ankara,so2,µg/m³
76.021736,46,29.290365,40.13327,14,10,2017,TR,Bursa,pm10,µg/m³
2.875,24,38.398563,40.914444,14,10,2017,TR,Giresun,so2,µg/m³
20.45,20,-48.56746,-22.29862,11,9,2017,BR,Jaú,no2,µg/m³
11.590284,44,10.4653,61.116875,12,9,2017,NO,Lillehammer,no2,µg/m³
136.38095,21,28.356836,37.213722,12,9,2017,TR,Muğla,pm10,µg/m³
5.590909,22,-114.61444,32.690277,10,9,2017,US,Yuma,pm25,µg/m³
9.381818,22,-104.7061,40.4147,10,9,2017,US,Greeley,pm25,µg/m³
0.023409091,22,-85.3803,40.9606,10,9,2017,US,Huntington,o3,ppm
0.032434784,23,-95.7114,39.0242,10,9,2017,US,Topeka,o3,ppm
4.8565216,23,-84.8919,44.3106,10,9,2017,US,Cadillac,pm25,µg/m³
5.308696,23,-80.2633,35.8142,10,9,2017,US,Thomasville-Lexington,pm25,µg/m³
0.17623189,69,-81.50796,41.537487,10,9,2017,US,Cleveland-Elyria-Mentor,co,ppm
4.7586956,46,-73.039635,44.502243,10,9,2017,US,Burlington-South Burlington,pm25,µg/m³
11.541667,48,-72.654816,41.77807,27,8,2017,US,Hartford-West Hartford-East Hartford,pm25,µg/m³
7.1458335,48,-91.68773,41.976734,27,8,2017,US,Cedar Rapids,pm25,µg/m³
0.031166667,24,-75.7972,39.3052,27,8,2017,US,KENT,o3,ppm
6.9,24,-78.8094,42.8781,27,8,2017,US,Buffalo-Niagara Falls,pm25,µg/m³
0.002041667,24,-81.4949,41.4409,27,8,2017,US,Cleveland-Elyria-Mentor,no2,ppm
29.542484,153,-99.16163,19.375778,27,8,2017,MX,DISTRITO FEDERAL,pm10,µg/m³
9.833333,18,-81.31,28.7456,6,9,2017,US,Orlando-Kissimmee,pm10,µg/m³
9,20,-83.5447,32.8031,6,9,2017,US,Macon,pm25,µg/m³
0.25775,40,-85.68325,38.211052,6,9,2017,US,Louisville,co,ppm
0.017842105,19,-70.8547,44.377792,6,9,2017,US,OXFORD,o3,ppm
0.0365,20,-70.7859,41.3306,6,9,2017,US,DUKES,o3,ppm
25.944445,18,-94.31702,37.19822,6,9,2017,US,Joplin,pm10,µg/m³
6.415,20,-82.5833,35.6075,6,9,2017,US,Asheville,pm25,µg/m³
159.68333,6,-121.5555,44.2921,6,9,2017,US,DESCHUTES,pm25,µg/m³
0.032102566,39,-77.30795,39.923203,6,9,2017,US,Gettysburg,o3,ppm
11.915,20,-77.3081,39.9233,6,9,2017,US,Gettysburg,pm25,µg/m³
43.238094,21,-96.8073,44.348602,6,9,2017,US,BROOKINGS,pm10,µg/m³
97.42857,21,-113.893,45.1787,7,9,2017,US,LEMHI,pm25,µg/m³
0.132,10,100.13193,15.707849,9,9,2017,TH,Nakhon Sawan,co,ppm
6.922143,42,10.4653,61.116875,13,8,2017,NO,Lillehammer,pm10,µg/m³
21.142857,21,-70.58813,-33.516632,19,8,2017,CL,La Florida,pm25,µg/m³
0.021619048,21,-85.8247,41.7178,9,9,2017,US,Elkhart-Goshen,o3,ppm
6.5119047,42,-86.17279,39.788414,9,9,2017,US,Indianapolis,pm25,µg/m³
19.675869,46,-72.600395,-38.737854,23,9,2017,CL,Temuco,pm25,µg/m³
48.52174,23,-0.772222,52.554443,23,9,2017,GB,Market Harborough,o3,µg/m³
4.8636365,22,-7.900328,54.43951,23,9,2017,GB,Lough Navar,pm10,µg/m³
