countryCode,date,parameter,mean
AUS,2020-01-14,pm25,NA
AUS,2020-01-15,no2,0.015415485773261238
AUS,2020-01-15,o3,0.033128632650427835
AUS,2020-01-15,pm25,NA
AUS,2020-01-16,no2,0.015609208594612699
AUS,2020-01-16,o3,0.04069284406962507
AUS,2020-01-16,pm25,NA
AUS,2020-01-17,no2,0.008730648603456483
AUS,2020-01-17,o3,0.04098224904185444
AUS,2020-01-17,pm25,NA
AUS,2020-01-18,no2,0.008571191558266003
AUS,2020-01-18,o3,0.04488748054035935
AUS,2020-01-18,pm25,NA
AUS,2020-01-19,no2,0.008880973365669528
AUS,2020-01-19,o3,0.040282734938932564
AUS,2020-01-19,pm25,NA
AUS,2020-01-20,no2,0.012335833006755354
AUS,2020-01-20,o3,0.03666535450996886
AUS,2020-01-20,pm25,NA
AUS,2020-01-21,no2,0.012236571674408933
AUS,2020-01-21,o3,0.048892736589040364
AUS,2020-01-21,pm25,NA
AUS,2020-01-22,no2,0.013398278275140438
AUS,2020-01-22,o3,0.04917734015026591
AUS,2020-01-22,pm25,NA
AUS,2020-01-23,no2,0.013903056857803233
AUS,2020-01-23,o3,0.0478211500329728
AUS,2020-01-23,pm25,NA
